a,b
1559.07000,0.41296
1559.07500,0.41263
1559.08000,0.40638
1559.08500,0.39520
1559.09000,0.38204
1559.09500,0.37546
1559.10000,0.37776
1559.10500,0.38303
1559.11000,0.39158
1559.11500,0.39750
1559.12000,0.40144
1559.12500,0.40177
1559.13000,0.39552
1559.13500,0.38368
1559.14000,0.37316
1559.14500,0.37217
1559.15000,0.37415
1559.15500,0.37809
1559.16000,0.38040
1559.16500,0.38566
1559.17000,0.38730
1559.17500,0.38204
1559.18000,0.36921
1559.18500,0.35705
1559.19000,0.34817
1559.19500,0.34323
1559.20000,0.34356
1559.20500,0.34455
1559.21000,0.34389
1559.21500,0.33633
1559.22000,0.31462
1559.22500,0.28305
1559.23000,0.24950
1559.23500,0.22089
1559.24000,0.19293
1559.24500,0.16268
1559.25000,0.12255
1559.25500,0.08572
1559.26000,0.09558
1559.26500,0.13110
1559.27000,0.16892
1559.27500,0.19984
1559.28000,0.22385
1559.28500,0.24720
1559.29000,0.27252
1559.29500,0.30212
1559.30000,0.32942
1559.30500,0.34093
1559.31000,0.34225
1559.31500,0.34323
1559.32000,0.34751
1559.32500,0.35244
1559.33000,0.36066
1559.33500,0.36790
1559.34000,0.37908
1559.34500,0.38664
1559.35000,0.38500
1559.35500,0.37974
1559.36000,0.37250
1559.36500,0.36790
1559.37000,0.36921
1559.37500,0.37119
1559.38000,0.37842
1559.38500,0.39092
1559.39000,0.40013
1559.39500,0.39914
1559.40000,0.39026
1559.40500,0.37974
1559.41000,0.37185
1559.41500,0.36757
1559.42000,0.36527
1559.42500,0.36691
1559.43000,0.37711
1559.43500,0.39092
1559.44000,0.40144
1559.44500,0.40276
1559.45000,0.39914
1559.45500,0.38928
1559.46000,0.38270
1559.46500,0.37152
1559.47000,0.36560
1559.47500,0.36691
1559.48000,0.37612
1559.48500,0.38401
1559.49000,0.38862
1559.49500,0.39026
1559.50000,0.38993
1559.50500,0.38632
1559.51000,0.37645
1559.51500,0.36593
1559.52000,0.36132
1559.52500,0.36165
1559.53000,0.36560
1559.53500,0.36494
1559.54000,0.36724
1559.54500,0.36691
1559.55000,0.35836
1559.55500,0.34356
1559.56000,0.32350
1559.56500,0.30541
1559.57000,0.28206
1559.57500,0.24457
1559.58000,0.20839
1559.58500,0.20576
1559.59000,0.21069
1559.59500,0.19260
1559.60000,0.15840
1559.60500,0.12518
1559.61000,0.10907
1559.61500,0.11203
1559.62000,0.12781
1559.62500,0.15412
1559.63000,0.18340
1559.63500,0.22023
1559.64000,0.25115
1559.64500,0.27384
1559.65000,0.29620
1559.65500,0.31890
1559.66000,0.33665
1559.66500,0.34882
1559.67000,0.35705
1559.67500,0.36165
1559.68000,0.36001
1559.68500,0.35310
1559.69000,0.35047
1559.69500,0.35343
1559.70000,0.36066
1559.70500,0.36954
1559.71000,0.37711
1559.71500,0.38730
1559.72000,0.39224
1559.72500,0.38862
1559.73000,0.37875
1559.73500,0.36856
1559.74000,0.36593
1559.74500,0.36658
1559.75000,0.37020
1559.75500,0.37546
1559.76000,0.38467
1559.76500,0.39388
1559.77000,0.39487
1559.77500,0.38533
1559.78000,0.37217
1559.78500,0.35968
1559.79000,0.35277
1559.79500,0.34882
1559.80000,0.35080
1559.80500,0.35770
1559.81000,0.36987
1559.81500,0.38040
1559.82000,0.38467
1559.82500,0.38007
1559.83000,0.37119
1559.83500,0.36001
1559.84000,0.35343
1559.84500,0.35113
1559.85000,0.35409
1559.85500,0.36264
1559.86000,0.37152
1559.86500,0.37678
1559.87000,0.37546
1559.87500,0.36724
1559.88000,0.35869
1559.88500,0.34915
1559.89000,0.34225
1559.89500,0.33764
1559.90000,0.33764
1559.90500,0.33238
1559.91000,0.32021
1559.91500,0.31626
1559.92000,0.31758
1559.92500,0.31002
1559.93000,0.29686
1559.93500,0.28009
1559.94000,0.25970
1559.94500,0.23470
1559.95000,0.20346
1559.95500,0.16860
1559.96000,0.13702
1559.96500,0.11269
1559.97000,0.09887
1559.97500,0.10216
1559.98000,0.12880
1559.98500,0.17419
1559.99000,0.22845
1559.99500,0.26463
1540.00000,0.33600
1540.00500,0.32745
1540.01000,0.32021
1540.01500,0.31922
1540.02000,0.32284
1540.02500,0.32580
1540.03000,0.32975
1540.03500,0.33271
1540.04000,0.33665
1540.04500,0.33271
1540.05000,0.32185
1540.05500,0.31034
1540.06000,0.30245
1540.06500,0.29883
1540.07000,0.30278
1540.07500,0.30804
1540.08000,0.31692
1540.08500,0.32876
1540.09000,0.33797
1540.09500,0.33896
1540.10000,0.33073
1540.10500,0.32087
1540.11000,0.31462
1540.11500,0.31100
1540.12000,0.31100
1540.12500,0.31363
1540.13000,0.32251
1540.13500,0.33139
1540.14000,0.33369
1540.14500,0.32679
1540.15000,0.31692
1540.15500,0.30837
1540.16000,0.30212
1540.16500,0.29916
1540.17000,0.29587
1540.17500,0.29916
1540.18000,0.30377
1540.18500,0.30607
1540.19000,0.29916
1540.19500,0.28831
1540.20000,0.27450
1540.20500,0.26266
1540.21000,0.24753
1540.21500,0.23371
1540.22000,0.21760
1540.22500,0.18899
1540.23000,0.14656
1540.23500,0.10973
1540.24000,0.08736
1540.24500,0.07782
1540.25000,0.07815
1540.25500,0.08901
1540.26000,0.10677
1540.26500,0.16235
1540.27000,0.20971
1540.27500,0.23536
1540.28000,0.24851
1540.28500,0.25805
1540.29000,0.26858
1540.29500,0.28107
1540.30000,0.29587
1540.30500,0.31199
1540.31000,0.31955
1540.31500,0.31988
1540.32000,0.31298
1540.32500,0.30969
1540.33000,0.30870
1540.33500,0.31199
1540.34000,0.31626
1540.34500,0.32481
1540.35000,0.33304
1540.35500,0.33830
1540.36000,0.33402
1540.36500,0.32712
1540.37000,0.31922
1540.37500,0.31298
1540.38000,0.30969
1540.38500,0.30738
1540.39000,0.31495
1540.39500,0.32679
1540.40000,0.33830
1540.40500,0.34422
1540.41000,0.34093
1540.41500,0.33600
1540.42000,0.33106
1540.42500,0.32449
1540.43000,0.32054
1540.43500,0.32153
1540.44000,0.32942
1540.44500,0.33764
1540.45000,0.34455
1540.45500,0.34455
1540.46000,0.34159
1540.46500,0.33600
1540.47000,0.32843
1540.47500,0.32087
1540.48000,0.31594
1540.48500,0.31988
1540.49000,0.32547
1540.49500,0.33369
1540.50000,0.33665
1540.50500,0.33731
1540.51000,0.33369
1540.51500,0.32514
1540.52000,0.31265
1540.52500,0.30081
1540.53000,0.29554
1540.53500,0.29752
1540.54000,0.30311
1540.54500,0.30508
1540.55000,0.30114
1540.55500,0.29061
1540.56000,0.26759
1540.56500,0.23569
1540.57000,0.20148
1540.57500,0.15939
1540.58000,0.11400
1540.58500,0.08407
1540.59000,0.06598
1540.59500,0.06467
1540.60000,0.08046
1540.60500,0.12189
1540.61000,0.17353
1540.61500,0.22220
1540.62000,0.26101
1540.62500,0.28568
1540.63000,0.29653
1540.63500,0.29883
1540.64000,0.30015
1540.64500,0.29949
1540.65000,0.31100
1540.65500,0.32777
1540.66000,0.34521
1540.66500,0.35014
1540.67000,0.34521
1540.67500,0.34060
1540.68000,0.33633
1540.68500,0.33139
1540.69000,0.32745
1540.69500,0.33041
1540.70000,0.33600
1540.70500,0.34553
1540.71000,0.35145
1540.71500,0.35277
1540.72000,0.35343
1540.72500,0.34849
1540.73000,0.33994
1540.73500,0.33238
1540.74000,0.32876
1540.74500,0.33402
1540.75000,0.34290
1540.75500,0.35080
1540.76000,0.35606
1540.76500,0.35737
1540.77000,0.35606
1540.77500,0.34817
1540.78000,0.33929
1540.78500,0.33304
1540.79000,0.33271
1540.79500,0.33600
1540.80000,0.34192
1540.80500,0.34784
1540.81000,0.35573
1540.81500,0.35902
1540.82000,0.35441
1540.82500,0.34257
1540.83000,0.32876
1540.83500,0.32054
1540.84000,0.31758
1540.84500,0.32021
1540.85000,0.32679
1540.85500,0.33567
1540.86000,0.34323
1540.86500,0.33896
1540.87000,0.32350
1540.87500,0.30706
1540.88000,0.29193
1540.88500,0.28403
1540.89000,0.27943
1540.89500,0.27318
1540.90000,0.25838
1540.90500,0.25542
1540.91000,0.23931
1540.91500,0.19918
1540.92000,0.15577
1540.92500,0.11597
1540.93000,0.08605
1540.93500,0.06862
1540.94000,0.06598
1540.94500,0.08342
1540.95000,0.12617
1540.95500,0.17024
1540.96000,0.20214
1540.96500,0.22549
1540.97000,0.24588
1540.97500,0.26594
1540.98000,0.28206
1540.98500,0.29423
1540.99000,0.30081
1540.99500,0.29850
1541.00000,0.29357
1541.00500,0.29489
1541.01000,0.30146
1541.01500,0.30837
1541.02000,0.31462
1541.02500,0.32120
1541.03000,0.32449
1541.03500,0.32646
1541.04000,0.31922
1541.04500,0.31166
1541.05000,0.30870
1541.05500,0.31067
1541.06000,0.31528
1541.06500,0.32218
1541.07000,0.33139
1541.07500,0.33994
1541.08000,0.34027
1541.08500,0.33073
1541.09000,0.31955
1541.09500,0.31363
1541.10000,0.31495
1541.10500,0.31692
1541.11000,0.32185
1541.11500,0.32745
1541.12000,0.33205
1541.12500,0.32975
1541.13000,0.32153
1541.13500,0.31067
1541.14000,0.30377
1541.14500,0.29785
1541.15000,0.29522
1541.15500,0.29686
1541.16000,0.30410
1541.16500,0.31495
1541.17000,0.32679
1541.17500,0.33008
1541.18000,0.32514
1541.18500,0.31561
1541.19000,0.30738
1541.19500,0.29949
1541.20000,0.29423
1541.20500,0.29291
1541.21000,0.29653
1541.21500,0.30048
1541.22000,0.29850
1541.22500,0.29390
1541.23000,0.28305
1541.23500,0.26890
1541.24000,0.25608
1541.24500,0.23931
1541.25000,0.22549
1541.25500,0.20773
1541.26000,0.17550
1541.26500,0.13538
1541.27000,0.10117
1541.27500,0.08144
1541.28000,0.07158
1541.28500,0.07585
1541.29000,0.09657
1541.29500,0.13669
1541.30000,0.18175
1541.30500,0.21497
1541.31000,0.23273
1541.31500,0.23996
1541.32000,0.24819
1541.32500,0.25542
1541.33000,0.26627
1541.33500,0.28107
1541.34000,0.29818
1541.34500,0.30969
1541.35000,0.31199
1541.35500,0.30969
1541.36000,0.30673
1541.36500,0.30508
1541.37000,0.30541
1541.37500,0.31034
1541.38000,0.32087
1541.38500,0.32909
1541.39000,0.33435
1541.39500,0.33041
1541.40000,0.32350
1541.40500,0.31528
1541.41000,0.31100
1541.41500,0.30640
1541.42000,0.30870
1541.42500,0.31725
1541.43000,0.33205
1541.43500,0.34389
1541.44000,0.34455
1541.44500,0.33994
1541.45000,0.33304
1541.45500,0.32679
1541.46000,0.31890
1541.46500,0.31429
1541.47000,0.31594
1541.47500,0.32547
1541.48000,0.33369
1541.48500,0.34159
1541.49000,0.34356
1541.49500,0.34126
1541.50000,0.33402
1541.50500,0.32185
1541.51000,0.31462
1541.51500,0.31298
1541.52000,0.31955
1541.52500,0.32580
1541.53000,0.32745
1541.53500,0.32185
1541.54000,0.31758
1541.54500,0.31330
1541.55000,0.30442
1541.55500,0.29357
1541.56000,0.29061
1541.56500,0.28962
1541.57000,0.29258
1541.57500,0.29357
1541.58000,0.29193
1541.58500,0.28502
1541.59000,0.26923
1541.59500,0.24555
1541.60000,0.21563
1541.60500,0.18833
1541.61000,0.15544
1541.61500,0.11795
1541.62000,0.09230
1541.62500,0.07552
1541.63000,0.07454
1541.63500,0.08868
1541.64000,0.11663
1541.64500,0.15084
1541.65000,0.18405
1541.65500,0.21694
1541.66000,0.23865
1541.66500,0.25772
1541.67000,0.26726
1541.67500,0.27252
1541.68000,0.27482
1541.68500,0.27943
1541.69000,0.29028
1541.69500,0.30146
1541.70000,0.31166
1541.70500,0.31462
1541.71000,0.31330
1541.71500,0.31002
1541.72000,0.30377
1541.72500,0.29653
1541.73000,0.29522
1541.73500,0.29982
1541.74000,0.30640
1541.74500,0.31330
1541.75000,0.31988
1541.75500,0.32054
1541.76000,0.31758
1541.76500,0.31067
1541.77000,0.30048
1541.77500,0.29291
1541.78000,0.29028
1541.78500,0.29456
1541.79000,0.30081
1541.79500,0.30837
1541.80000,0.31396
1541.80500,0.31725
1541.81000,0.31429
1541.81500,0.30738
1541.82000,0.29850
1541.82500,0.29226
1541.83000,0.29258
1541.83500,0.29653
1541.84000,0.30081
1541.84500,0.30837
1541.85000,0.31462
1541.85500,0.31626
1541.86000,0.30969
1541.86500,0.29916
1541.87000,0.28962
1541.87500,0.28601
1541.88000,0.28436
1541.88500,0.28666
1541.89000,0.29094
1541.89500,0.29818
1541.90000,0.30212
1541.90500,0.29949
1541.91000,0.29094
1541.91500,0.28074
1541.92000,0.26989
1541.92500,0.26331
1541.93000,0.25772
1541.93500,0.25312
1541.94000,0.24654
1541.94500,0.22747
1541.95000,0.19096
1541.95500,0.15018
1541.96000,0.11301
1541.96500,0.08572
1541.97000,0.07026
1541.97500,0.06598
1541.98000,0.07947
1541.98500,0.11400
1541.99000,0.15643
1541.99500,0.18734
1542.00000,0.20839
1542.00500,0.22286
1542.01000,0.23569
1542.01500,0.24851
1542.02000,0.26068
1542.02500,0.26858
1542.03000,0.27154
1542.03500,0.27022
1542.04000,0.26594
1542.04500,0.26759
1542.05000,0.27022
1542.05500,0.27548
1542.06000,0.28239
1542.06500,0.29160
1542.07000,0.30081
1542.07500,0.30278
1542.08000,0.29982
1542.08500,0.29160
1542.09000,0.28370
1542.09500,0.28009
1542.10000,0.27877
1542.10500,0.28074
1542.11000,0.28634
1542.11500,0.29653
1542.12000,0.30804
1542.12500,0.31232
1542.13000,0.31034
1542.13500,0.30442
1542.14000,0.29982
1542.14500,0.29719
1542.15000,0.29522
1542.15500,0.29653
1542.16000,0.30442
1542.16500,0.30969
1542.17000,0.31133
1542.17500,0.30706
1542.18000,0.30048
1542.18500,0.29489
1542.19000,0.28798
1542.19500,0.28206
1542.20000,0.28074
1542.20500,0.28239
1542.21000,0.28864
1542.21500,0.29686
1542.22000,0.30114
1542.22500,0.29949
1542.23000,0.29489
1542.23500,0.28897
1542.24000,0.28107
1542.24500,0.27482
1542.25000,0.27285
1542.25500,0.27778
1542.26000,0.28206
1542.26500,0.28140
1542.27000,0.27778
1542.27500,0.26858
1542.28000,0.25542
1542.28500,0.23602
1542.29000,0.22220
1542.29500,0.20609
1542.30000,0.18340
1542.30500,0.15051
1542.31000,0.12124
1542.31500,0.09854
1542.32000,0.08638
1542.32500,0.08473
1542.33000,0.10052
1542.33500,0.13209
1542.34000,0.16531
1542.34500,0.19326
1542.35000,0.20971
1542.35500,0.21727
1542.36000,0.22187
1542.36500,0.22681
1542.37000,0.23371
1542.37500,0.24786
1542.38000,0.26529
1542.38500,0.27614
1542.39000,0.27844
1542.39500,0.27450
1542.40000,0.26890
1542.40500,0.26364
1542.41000,0.26266
1542.41500,0.26364
1542.42000,0.27186
1542.42500,0.28206
1542.43000,0.29094
1542.43500,0.29653
1542.44000,0.29587
1542.44500,0.29028
1542.45000,0.28436
1542.45500,0.27976
1542.46000,0.27482
1542.46500,0.27515
1542.47000,0.28239
1542.47500,0.29061
1542.48000,0.29818
1542.48500,0.30179
1542.49000,0.30245
1542.49500,0.29719
1542.50000,0.29094
1542.50500,0.28107
1542.51000,0.27417
1542.51500,0.27482
1542.52000,0.27778
1542.52500,0.28305
1542.53000,0.28962
1542.53500,0.29686
1542.54000,0.30146
1542.54500,0.30311
1542.55000,0.29719
1542.55500,0.28798
1542.56000,0.28206
1542.56500,0.28338
1542.57000,0.28732
1542.57500,0.29226
1542.58000,0.29916
1542.58500,0.30212
1542.59000,0.29982
1542.59500,0.28995
1542.60000,0.27713
1542.60500,0.26825
1542.61000,0.26364
1542.61500,0.26299
1542.62000,0.26134
1542.62500,0.26167
1542.63000,0.25641
1542.63500,0.24062
1542.64000,0.21398
1542.64500,0.18537
1542.65000,0.16103
1542.65500,0.14163
1542.66000,0.12222
1542.66500,0.10479
1542.67000,0.09197
1542.67500,0.09789
1542.68000,0.12420
1542.68500,0.15117
1542.69000,0.17583
1542.69500,0.19918
1542.70000,0.22056
1542.70500,0.23931
1542.71000,0.25213
1542.71500,0.25838
1542.72000,0.25871
1542.72500,0.25871
1542.73000,0.26233
1542.73500,0.27154
1542.74000,0.28074
1542.74500,0.28864
1542.75000,0.29324
1542.75500,0.29522
1542.76000,0.29324
1542.76500,0.28502
1542.77000,0.27778
1542.77500,0.27450
1542.78000,0.27614
1542.78500,0.28206
1542.79000,0.28897
1542.79500,0.29686
1542.80000,0.30410
1542.80500,0.30574
1542.81000,0.29554
1542.81500,0.28535
1542.82000,0.27877
1542.82500,0.27746
1542.83000,0.28009
1542.83500,0.28634
1542.84000,0.29423
1542.84500,0.30212
1542.85000,0.30936
1542.85500,0.30771
1542.86000,0.30114
1542.86500,0.29357
1542.87000,0.28765
1542.87500,0.28403
1542.88000,0.28338
1542.88500,0.28436
1542.89000,0.29094
1542.89500,0.29883
1542.90000,0.30541
1542.90500,0.30311
1542.91000,0.29785
1542.91500,0.28864
1542.92000,0.28042
1542.92500,0.27384
1542.93000,0.26858
1542.93500,0.26562
1542.94000,0.26956
1542.94500,0.27285
1542.95000,0.27647
1542.95500,0.27482
1542.96000,0.26923
1542.96500,0.25937
1542.97000,0.24819
1542.97500,0.23602
1542.98000,0.22451
1542.98500,0.21563
1542.99000,0.20313
1542.99500,0.18274
1543.00000,0.15610
1543.00500,0.12781
1543.01000,0.10611
1543.01500,0.08670
1543.02000,0.07914
1543.02500,0.09789
1543.03000,0.14196
1543.03500,0.19589
1543.04000,0.23371
1543.04500,0.25345
1543.05000,0.26660
1543.05500,0.27680
1543.06000,0.29061
1543.06500,0.30574
1543.07000,0.32613
1543.07500,0.33961
1543.08000,0.34159
1543.08500,0.33764
1543.09000,0.33073
1543.09500,0.32646
1543.10000,0.32777
1543.10500,0.32876
1543.11000,0.33633
1543.11500,0.34849
1543.12000,0.35935
1543.12500,0.36297
1543.13000,0.35902
1543.13500,0.35145
1543.14000,0.34455
1543.14500,0.33731
1543.15000,0.33402
1543.15500,0.33731
1543.16000,0.34718
1543.16500,0.35869
1543.17000,0.36691
1543.17500,0.36889
1543.18000,0.36395
1543.18500,0.35803
1543.19000,0.34817
1543.19500,0.33929
1543.20000,0.33501
1543.20500,0.33830
1543.21000,0.34685
1543.21500,0.35836
1543.22000,0.36560
1543.22500,0.37152
1543.23000,0.37119
1543.23500,0.36395
1543.24000,0.35211
1543.24500,0.33764
1543.25000,0.33205
1543.25500,0.33435
1543.26000,0.34521
1543.26500,0.35376
1543.27000,0.36099
1543.27500,0.36264
1543.28000,0.36132
1543.28500,0.35080
1543.29000,0.33896
1543.29500,0.32876
1543.30000,0.32679
1543.30500,0.32909
1543.31000,0.33304
1543.31500,0.33600
1543.32000,0.33633
1543.32500,0.32975
1543.33000,0.31298
1543.33500,0.28666
1543.34000,0.25937
1543.34500,0.23536
1543.35000,0.21431
1543.35500,0.19260
1543.36000,0.16860
1543.36500,0.13143
1543.37000,0.08999
1543.37500,0.06105
1543.38000,0.06894
1543.38500,0.09920
1543.39000,0.13406
1543.39500,0.16958
1543.40000,0.20412
1543.40500,0.23931
1543.41000,0.27384
1543.41500,0.29554
1543.42000,0.30377
1543.42500,0.31199
1543.43000,0.32942
1543.43500,0.34652
1543.44000,0.36297
1543.44500,0.37382
1543.45000,0.38171
1543.45500,0.38105
1543.46000,0.36987
1543.46500,0.35639
1543.47000,0.35080
1543.47500,0.35507
1543.48000,0.36362
1543.48500,0.37217
1543.49000,0.38237
1543.49500,0.38829
1543.50000,0.39092
1543.50500,0.38171
1543.51000,0.36889
1543.51500,0.36198
1543.52000,0.36329
1543.52500,0.36889
1543.53000,0.37645
1543.53500,0.38303
1543.54000,0.38928
1543.54500,0.39454
1543.55000,0.38895
1543.55500,0.37678
1543.56000,0.36658
1543.56500,0.36264
1543.57000,0.36395
1543.57500,0.36889
1543.58000,0.37612
1543.58500,0.38336
1543.59000,0.38599
1543.59500,0.38007
1543.60000,0.36395
1543.60500,0.35080
1543.61000,0.34389
1543.61500,0.33994
1543.62000,0.34192
1543.62500,0.34751
1543.63000,0.35770
1543.63500,0.36560
1543.64000,0.36264
1543.64500,0.34849
1543.65000,0.33238
1543.65500,0.32153
1543.66000,0.31199
1543.66500,0.30771
1543.67000,0.30640
1543.67500,0.30706
1543.68000,0.29686
1543.68500,0.26496
1543.69000,0.22615
1543.69500,0.19458
1543.70000,0.16662
1543.70500,0.13801
1543.71000,0.10446
1543.71500,0.07355
1543.72000,0.07256
1543.72500,0.10479
1543.73000,0.14459
1543.73500,0.17583
1543.74000,0.19984
1543.74500,0.22220
1543.75000,0.24457
1543.75500,0.26693
1543.76000,0.28568
1543.76500,0.29226
1543.77000,0.28864
1543.77500,0.28864
1543.78000,0.28864
1543.78500,0.29127
1543.79000,0.29752
1543.79500,0.30574
1543.80000,0.31429
1543.80500,0.31692
1543.81000,0.31265
1543.81500,0.30607
1543.82000,0.29653
1543.82500,0.29193
1543.83000,0.29028
1543.83500,0.29160
1543.84000,0.29916
1543.84500,0.31298
1543.85000,0.32745
1543.85500,0.33238
1543.86000,0.32679
1543.86500,0.31890
1543.87000,0.31067
1543.87500,0.30738
1543.88000,0.30410
1543.88500,0.30508
1543.89000,0.31462
1543.89500,0.32613
1543.90000,0.33600
1543.90500,0.33896
1543.91000,0.33665
1543.91500,0.33238
1543.92000,0.32383
1543.92500,0.31659
1543.93000,0.31100
1543.93500,0.31363
1543.94000,0.32185
1543.94500,0.33139
1543.95000,0.33501
1543.95500,0.33337
1543.96000,0.32613
1543.96500,0.31659
1543.97000,0.30508
1543.97500,0.29620
1543.98000,0.29357
1543.98500,0.29785
1543.99000,0.30377
1543.99500,0.30936
1544.00000,0.30903
1544.00500,0.30410
1544.01000,0.29456
1544.01500,0.28107
1544.02000,0.26463
1544.02500,0.25312
1544.03000,0.24358
1544.03500,0.22977
1544.04000,0.21168
1544.04500,0.18734
1544.05000,0.15643
1544.05500,0.11630
1544.06000,0.07782
1544.06500,0.05678
1544.07000,0.06796
1544.07500,0.09624
1544.08000,0.12913
1544.08500,0.16004
1544.09000,0.18701
1544.09500,0.20740
1544.10000,0.22747
1544.10500,0.24786
1544.11000,0.26989
1544.11500,0.28568
1544.12000,0.28864
1544.12500,0.28370
1544.13000,0.28009
1544.13500,0.28107
1544.14000,0.28140
1544.14500,0.28535
1544.15000,0.29456
1544.15500,0.30640
1544.16000,0.31495
1544.16500,0.31922
1544.17000,0.31824
1544.17500,0.31495
1544.18000,0.30870
1544.18500,0.30146
1544.19000,0.29785
1544.19500,0.29982
1544.20000,0.30804
1544.20500,0.31528
1544.21000,0.32251
1544.21500,0.32481
1544.22000,0.32449
1544.22500,0.32120
1544.23000,0.31396
1544.23500,0.30607
1544.24000,0.30212
1544.24500,0.30146
1544.25000,0.30508
1544.25500,0.31100
1544.26000,0.31692
1544.26500,0.32284
1544.27000,0.32416
1544.27500,0.31922
1544.28000,0.30475
1544.28500,0.29587
1544.29000,0.29061
1544.29500,0.29094
1544.30000,0.29357
1544.30500,0.29982
1544.31000,0.30870
1544.31500,0.31857
1544.32000,0.31890
1544.32500,0.31166
1544.33000,0.30311
1544.33500,0.29554
1544.34000,0.29226
1544.34500,0.28995
1544.35000,0.29160
1544.35500,0.29456
1544.36000,0.29719
1544.36500,0.29160
1544.37000,0.27548
1544.37500,0.25542
1544.38000,0.23766
1544.38500,0.22253
1544.39000,0.20773
1544.39500,0.18438
1544.40000,0.14755
1544.40500,0.10117
1544.41000,0.06763
1544.41500,0.06072
1544.42000,0.07585
1544.42500,0.09591
1544.43000,0.11795
1544.43500,0.14097
1544.44000,0.16399
1544.44500,0.18504
1544.45000,0.19589
1544.45500,0.20116
1544.46000,0.21036
1544.46500,0.21826
1544.47000,0.22483
1544.47500,0.23174
1544.48000,0.24161
1544.48500,0.24819
1544.49000,0.25246
1544.49500,0.24884
1544.50000,0.24490
1544.50500,0.24029
1544.51000,0.23766
1544.51500,0.23865
1544.52000,0.24128
1544.52500,0.24786
1544.53000,0.25443
1544.53500,0.25838
1544.54000,0.25345
1544.54500,0.24687
1544.55000,0.24128
1544.55500,0.24029
1544.56000,0.24194
1544.56500,0.24621
1544.57000,0.25115
1544.57500,0.25838
1544.58000,0.26430
1544.58500,0.26496
1544.59000,0.26233
1544.59500,0.25674
1544.60000,0.25213
1544.60500,0.24753
1544.61000,0.24490
1544.61500,0.24621
1544.62000,0.24786
1544.62500,0.25443
1544.63000,0.25707
1544.63500,0.25707
1544.64000,0.25476
1544.64500,0.24851
1544.65000,0.24358
1544.65500,0.23898
1544.66000,0.23404
1544.66500,0.23766
1544.67000,0.24095
1544.67500,0.24654
1544.68000,0.25049
1544.68500,0.25049
1544.69000,0.24819
1544.69500,0.24424
1544.70000,0.23832
1544.70500,0.23174
1544.71000,0.22944
1544.71500,0.23108
1544.72000,0.23306
1544.72500,0.23075
1544.73000,0.22352
1544.73500,0.21299
1544.74000,0.19622
1544.74500,0.17386
1544.75000,0.15018
1544.75500,0.12288
1544.76000,0.09887
1544.76500,0.08868
1544.77000,0.09131
1544.77500,0.09953
1544.78000,0.10413
1544.78500,0.11038
1544.79000,0.13242
1544.79500,0.15544
1544.80000,0.17517
1544.80500,0.18932
1544.81000,0.19589
1544.81500,0.19820
1544.82000,0.19622
1544.82500,0.19655
1544.83000,0.19622
1544.83500,0.20083
1544.84000,0.20905
1544.84500,0.21859
1544.85000,0.22483
1544.85500,0.22812
1544.86000,0.22681
1544.86500,0.22385
1544.87000,0.21990
1544.87500,0.21727
1544.88000,0.21957
1544.88500,0.22352
1544.89000,0.22779
1544.89500,0.23273
1544.90000,0.23339
1544.90500,0.23108
1544.91000,0.23075
1544.91500,0.22878
1544.92000,0.22418
1544.92500,0.22089
1544.93000,0.21990
1544.93500,0.22220
1544.94000,0.22582
1544.94500,0.23141
1544.95000,0.23470
1544.95500,0.23667
1544.96000,0.23371
1544.96500,0.22648
1544.97000,0.21891
1544.97500,0.21727
1544.98000,0.22056
1544.98500,0.22549
1544.99000,0.23207
1544.99500,0.23470
1545.00000,0.23470
1545.00500,0.23273
1545.01000,0.22648
1545.01500,0.22056
1545.02000,0.21826
1545.02500,0.21628
1545.03000,0.21530
1545.03500,0.21760
1545.04000,0.21891
1545.04500,0.21957
1545.05000,0.21760
1545.05500,0.20905
1545.06000,0.19885
1545.06500,0.18800
1545.07000,0.18142
1545.07500,0.17517
1545.08000,0.17123
1545.08500,0.16366
1545.09000,0.14919
1545.09500,0.12518
1545.10000,0.09526
1545.10500,0.07059
1545.11000,0.06631
1545.11500,0.07486
1545.12000,0.08769
1545.12500,0.10644
1545.13000,0.13538
1545.13500,0.16794
1545.14000,0.19228
1545.14500,0.20412
1545.15000,0.21036
1545.15500,0.21826
1545.16000,0.22747
1545.16500,0.23404
1545.17000,0.24095
1545.17500,0.24753
1545.18000,0.24917
1545.18500,0.24424
1545.19000,0.24128
1545.19500,0.24062
1545.20000,0.24227
1545.20500,0.24457
1545.21000,0.24819
1545.21500,0.25279
1545.22000,0.25509
1545.22500,0.25411
1545.23000,0.24786
1545.23500,0.24194
1545.24000,0.23799
1545.24500,0.23733
1545.25000,0.23963
1545.25500,0.24325
1545.26000,0.24819
1545.26500,0.25509
1545.27000,0.25739
1545.27500,0.25345
1545.28000,0.24523
1545.28500,0.23865
1545.29000,0.23437
1545.29500,0.23240
1545.30000,0.23306
1545.30500,0.23700
1545.31000,0.24325
1545.31500,0.24851
1545.32000,0.25115
1545.32500,0.24819
1545.33000,0.24325
1545.33500,0.23996
1545.34000,0.23635
1545.34500,0.23404
1545.35000,0.23273
1545.35500,0.23339
1545.36000,0.23635
1545.36500,0.23931
1545.37000,0.23996
1545.37500,0.23766
1545.38000,0.23240
1545.38500,0.22615
1545.39000,0.22023
1545.39500,0.21530
1545.40000,0.21497
1545.40500,0.21497
1545.41000,0.21102
1545.41500,0.19852
1545.42000,0.18274
1545.42500,0.16596
